"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Nov 27 15:15:11 CST 2020","Fri Nov 27 15:15:11 CST 2020","0","testcases.cdn.ctyun_console","test_ctyun_log_top","Test_Ctyun_Top","","","test_CDN_251656",""
"broken","Fri Nov 27 15:15:10 CST 2020","Fri Nov 27 15:15:10 CST 2020","0","testcases.cdn.ctyun_console","test_ctyun_log_query","Test_Ctyun_Log_Query","","","test_CDN_246282",""
"passed","Fri Nov 27 15:13:22 CST 2020","Fri Nov 27 15:13:23 CST 2020","508","testcases.cdn.bs_console","test_bs_log_query","Test_BS_Log_Query","","","test_CDN_243672",""
"failed","Fri Nov 27 15:15:06 CST 2020","Fri Nov 27 15:15:06 CST 2020","467","testcases.cdn.ctyun_console","test_ctyun_billing","Test_Ctyun_Billing","","","test_CDN_246289",""
"failed","Fri Nov 27 15:15:02 CST 2020","Fri Nov 27 15:15:04 CST 2020","1959","testcases.cdn.bs_console","test_bs_refresh","Test_Bs_Refresh","","","test_CDN_243743",""
"passed","Fri Nov 27 15:19:53 CST 2020","Fri Nov 27 15:19:54 CST 2020","669","testcases.cdn.vip_console","test_vip_log_user","Test_Vip_Log_dataList","","","test_CDN_242512",""
"passed","Fri Nov 27 15:18:51 CST 2020","Fri Nov 27 15:18:52 CST 2020","646","testcases.cdn.vip_console","test_vip_log_query","Test_Vip_Log_Query","","","test_CDN_242533",""
"passed","Fri Nov 27 15:16:36 CST 2020","Fri Nov 27 15:16:38 CST 2020","1846","testcases.cdn.v1","test_v1_domain","TestDomain","","","test_CDN_264343",""
"broken","Fri Nov 27 15:15:10 CST 2020","Fri Nov 27 15:15:10 CST 2020","0","testcases.cdn.ctyun_console","test_ctyun_log_query","Test_Ctyun_Log_Query","","","test_CDN_246283",""
"passed","Fri Nov 27 15:14:26 CST 2020","Fri Nov 27 15:14:26 CST 2020","169","testcases.cdn.bs_console","test_bs_log_top","Test_Bs_Top","","","test_CDN_251607",""
"passed","Fri Nov 27 15:19:57 CST 2020","Fri Nov 27 15:19:57 CST 2020","163","testcases.cdn.vip_console","test_vip_order","Test_Vip_Order","","","test_CDN_259713",""
"broken","Fri Nov 27 15:15:11 CST 2020","Fri Nov 27 15:15:11 CST 2020","0","testcases.cdn.ctyun_console","test_ctyun_log_top","Test_Ctyun_Top","","","test_CDN_251649",""
"passed","Fri Nov 27 15:18:58 CST 2020","Fri Nov 27 15:19:00 CST 2020","2211","testcases.cdn.vip_console","test_vip_log_query","Test_Vip_Log_Query","","","test_CDN_242709",""
"passed","Fri Nov 27 15:13:40 CST 2020","Fri Nov 27 15:13:41 CST 2020","480","testcases.cdn.bs_console","test_bs_log_query","Test_BS_Log_Query","","","test_CDN_243704",""
"passed","Fri Nov 27 15:14:44 CST 2020","Fri Nov 27 15:14:45 CST 2020","1531","testcases.cdn.bs_console","test_bs_order","Test_Bs_Order","","","test_CDN_261180",""
"failed","Fri Nov 27 15:15:54 CST 2020","Fri Nov 27 15:16:07 CST 2020","13077","testcases.cdn.v1","test_v1_domain","TestDomain","","","test_CDN_262374",""
"broken","Fri Nov 27 15:15:09 CST 2020","Fri Nov 27 15:15:09 CST 2020","0","testcases.cdn.ctyun_console","test_ctyun_log_query","Test_Ctyun_Log_Query","","","test_CDN_246251",""
"broken","Fri Nov 27 15:15:11 CST 2020","Fri Nov 27 15:15:11 CST 2020","0","testcases.cdn.ctyun_console","test_ctyun_log_top","Test_Ctyun_Top","","","test_CDN_251639",""
"broken","Fri Nov 27 15:15:11 CST 2020","Fri Nov 27 15:15:11 CST 2020","0","testcases.cdn.ctyun_console","test_ctyun_log_top","Test_Ctyun_Top","","","test_CDN_251641",""
"passed","Fri Nov 27 15:15:04 CST 2020","Fri Nov 27 15:15:05 CST 2020","679","testcases.cdn.bs_console","test_bs_tools","Test_Bs_Tools","","","test_CDN_243730",""
"passed","Fri Nov 27 15:19:03 CST 2020","Fri Nov 27 15:19:04 CST 2020","1245","testcases.cdn.vip_console","test_vip_log_query","Test_Vip_Log_Query","","","test_CDN_265360",""
"broken","Fri Nov 27 15:15:11 CST 2020","Fri Nov 27 15:15:11 CST 2020","0","testcases.cdn.ctyun_console","test_ctyun_log_top","Test_Ctyun_Top","","","test_CDN_251642",""
"passed","Fri Nov 27 15:15:19 CST 2020","Fri Nov 27 15:15:20 CST 2020","994","testcases.cdn.v1","test_v1_cert","TestCert","","","test_CDN_241171",""
"failed","Fri Nov 27 15:15:07 CST 2020","Fri Nov 27 15:15:08 CST 2020","128","testcases.cdn.ctyun_console","test_ctyun_cert","Test_Ctyun_cert","","","test_CDN_246183",""
"broken","Fri Nov 27 15:15:11 CST 2020","Fri Nov 27 15:15:11 CST 2020","0","testcases.cdn.ctyun_console","test_ctyun_log_top","Test_Ctyun_Top","","","test_CDN_251655",""
"broken","Fri Nov 27 15:15:12 CST 2020","Fri Nov 27 15:15:12 CST 2020","0","testcases.cdn.ctyun_console","test_ctyun_log_user","Test_Ctyun_Log_dataList","","","test_CDN_246232",""
"passed","Fri Nov 27 15:13:32 CST 2020","Fri Nov 27 15:13:32 CST 2020","468","testcases.cdn.bs_console","test_bs_log_query","Test_BS_Log_Query","","","test_CDN_243688",""
"broken","Fri Nov 27 15:15:12 CST 2020","Fri Nov 27 15:15:12 CST 2020","0","testcases.cdn.ctyun_console","test_ctyun_order","Test_Ctyun_Order","","","test_CDN_260760",""
"passed","Fri Nov 27 15:13:41 CST 2020","Fri Nov 27 15:13:42 CST 2020","599","testcases.cdn.bs_console","test_bs_log_query","Test_BS_Log_Query","","","test_CDN_243706",""
"broken","Fri Nov 27 15:15:06 CST 2020","Fri Nov 27 15:15:06 CST 2020","48","testcases.cdn.ctyun_console","test_ctyun_billing","Test_Ctyun_Billing","","","test_CDN_246451",""
"passed","Fri Nov 27 15:19:29 CST 2020","Fri Nov 27 15:19:30 CST 2020","601","testcases.cdn.vip_console","test_vip_log_top","Test_Vip_Top","","","test_CDN_249259",""
"passed","Fri Nov 27 15:13:34 CST 2020","Fri Nov 27 15:13:34 CST 2020","422","testcases.cdn.bs_console","test_bs_log_query","Test_BS_Log_Query","","","test_CDN_243692",""
"passed","Fri Nov 27 15:14:37 CST 2020","Fri Nov 27 15:14:38 CST 2020","578","testcases.cdn.bs_console","test_bs_log_user","Test_BS_Log_dataList","","","test_CDN_243669",""
"passed","Fri Nov 27 15:14:16 CST 2020","Fri Nov 27 15:14:16 CST 2020","463","testcases.cdn.bs_console","test_bs_log_top","Test_Bs_Top","","","test_CDN_251581",""
"passed","Fri Nov 27 15:13:42 CST 2020","Fri Nov 27 15:13:43 CST 2020","506","testcases.cdn.bs_console","test_bs_log_query","Test_BS_Log_Query","","","test_CDN_243708",""
"passed","Fri Nov 27 15:13:12 CST 2020","Fri Nov 27 15:13:12 CST 2020","168","testcases.cdn.bs_console","test_bs_billing","Test_BS_Billing","","","test_CDN_243729",""
"passed","Fri Nov 27 15:20:04 CST 2020","Fri Nov 27 15:20:04 CST 2020","208","testcases.cdn.vip_console","test_vip_overview","Test_Vip_Overview","","","test_CDN_240850",""
"passed","Fri Nov 27 15:14:23 CST 2020","Fri Nov 27 15:14:24 CST 2020","465","testcases.cdn.bs_console","test_bs_log_top","Test_Bs_Top","","","test_CDN_251601",""
"passed","Fri Nov 27 15:19:25 CST 2020","Fri Nov 27 15:19:25 CST 2020","595","testcases.cdn.vip_console","test_vip_log_top","Test_Vip_Top","","","test_CDN_248718",""
"broken","Fri Nov 27 15:15:09 CST 2020","Fri Nov 27 15:15:09 CST 2020","0","testcases.cdn.ctyun_console","test_ctyun_log_query","Test_Ctyun_Log_Query","","","test_CDN_246254",""
"passed","Fri Nov 27 15:18:11 CST 2020","Fri Nov 27 15:18:15 CST 2020","4117","testcases.cdn.vip_console","test_vip_domain","Test_Vip_Domain","","","test_CDN_240824",""
"passed","Fri Nov 27 15:13:12 CST 2020","Fri Nov 27 15:13:12 CST 2020","163","testcases.cdn.bs_console","test_bs_billing","Test_BS_Billing","","","test_CDN_243724",""
"passed","Fri Nov 27 15:15:22 CST 2020","Fri Nov 27 15:15:22 CST 2020","586","testcases.cdn.v1","test_v1_cert","TestCert","","","test_CDN_241174",""
"passed","Fri Nov 27 15:19:37 CST 2020","Fri Nov 27 15:19:37 CST 2020","280","testcases.cdn.vip_console","test_vip_log_top","Test_Vip_Top","","","test_CDN_249278",""
"passed","Fri Nov 27 15:14:28 CST 2020","Fri Nov 27 15:14:28 CST 2020","169","testcases.cdn.bs_console","test_bs_log_top","Test_Bs_Top","","","test_CDN_251616",""
"broken","Fri Nov 27 15:15:09 CST 2020","Fri Nov 27 15:15:09 CST 2020","0","testcases.cdn.ctyun_console","test_ctyun_log_query","Test_Ctyun_Log_Query","","","test_CDN_246247",""
"passed","Fri Nov 27 15:19:30 CST 2020","Fri Nov 27 15:19:31 CST 2020","563","testcases.cdn.vip_console","test_vip_log_top","Test_Vip_Top","","","test_CDN_249260",""
"broken","Fri Nov 27 15:15:09 CST 2020","Fri Nov 27 15:15:09 CST 2020","0","testcases.cdn.ctyun_console","test_ctyun_log_query","Test_Ctyun_Log_Query","","","test_CDN_246266",""
"failed","Fri Nov 27 15:14:52 CST 2020","Fri Nov 27 15:14:52 CST 2020","359","testcases.cdn.bs_console","test_bs_refresh","Test_Bs_Refresh","","","test_CDN_243733",""
"passed","Fri Nov 27 15:20:23 CST 2020","Fri Nov 27 15:20:23 CST 2020","182","testcases.cdn.vip_console","test_vip_refresh","Test_Vip_Refresh","","","test_CDN_240869",""
"passed","Fri Nov 27 15:14:15 CST 2020","Fri Nov 27 15:14:16 CST 2020","475","testcases.cdn.bs_console","test_bs_log_top","Test_Bs_Top","","","test_CDN_251578",""
"broken","Fri Nov 27 15:15:11 CST 2020","Fri Nov 27 15:15:11 CST 2020","0","testcases.cdn.ctyun_console","test_ctyun_log_top","Test_Ctyun_Top","","","test_CDN_251652",""
"passed","Fri Nov 27 15:13:56 CST 2020","Fri Nov 27 15:13:57 CST 2020","733","testcases.cdn.bs_console","test_bs_log_query","Test_BS_Log_Query","","","test_CDN_265365",""
"passed","Fri Nov 27 15:19:34 CST 2020","Fri Nov 27 15:19:35 CST 2020","575","testcases.cdn.vip_console","test_vip_log_top","Test_Vip_Top","","","test_CDN_249269",""
"broken","Fri Nov 27 15:15:10 CST 2020","Fri Nov 27 15:15:10 CST 2020","0","testcases.cdn.ctyun_console","test_ctyun_log_top","Test_Ctyun_Top","","","test_CDN_251623",""
"passed","Fri Nov 27 15:13:38 CST 2020","Fri Nov 27 15:13:38 CST 2020","505","testcases.cdn.bs_console","test_bs_log_query","Test_BS_Log_Query","","","test_CDN_243700",""
"passed","Fri Nov 27 15:16:57 CST 2020","Fri Nov 27 15:16:58 CST 2020","162","testcases.cdn.vip_console","test_vip_billing","Test_Vip_Billing","","","test_CDN_240888",""
"broken","Fri Nov 27 15:15:09 CST 2020","Fri Nov 27 15:15:09 CST 2020","0","testcases.cdn.ctyun_console","test_ctyun_log_query","Test_Ctyun_Log_Query","","","test_CDN_246245",""
"broken","Fri Nov 27 15:15:09 CST 2020","Fri Nov 27 15:15:09 CST 2020","0","testcases.cdn.ctyun_console","test_ctyun_log_query","Test_Ctyun_Log_Query","","","test_CDN_246265",""
"broken","Fri Nov 27 15:15:10 CST 2020","Fri Nov 27 15:15:10 CST 2020","0","testcases.cdn.ctyun_console","test_ctyun_log_top","Test_Ctyun_Top","","","test_CDN_251619",""
"passed","Fri Nov 27 15:18:35 CST 2020","Fri Nov 27 15:18:36 CST 2020","661","testcases.cdn.vip_console","test_vip_log_query","Test_Vip_Log_Query","","","test_CDN_242446",""
"passed","Fri Nov 27 15:16:52 CST 2020","Fri Nov 27 15:16:53 CST 2020","629","testcases.cdn.v1","test_v1_domain","TestDomain","","","test_CDN_261747",""
"passed","Fri Nov 27 15:18:34 CST 2020","Fri Nov 27 15:18:35 CST 2020","701","testcases.cdn.vip_console","test_vip_log_query","Test_Vip_Log_Query","","","test_CDN_242442",""
"passed","Fri Nov 27 15:18:49 CST 2020","Fri Nov 27 15:18:50 CST 2020","674","testcases.cdn.vip_console","test_vip_log_query","Test_Vip_Log_Query","","","test_CDN_242530",""
"broken","Fri Nov 27 15:15:09 CST 2020","Fri Nov 27 15:15:09 CST 2020","0","testcases.cdn.ctyun_console","test_ctyun_log_query","Test_Ctyun_Log_Query","","","test_CDN_246262",""
"passed","Fri Nov 27 15:19:00 CST 2020","Fri Nov 27 15:19:01 CST 2020","946","testcases.cdn.vip_console","test_vip_log_query","Test_Vip_Log_Query","","","test_CDN_264859",""
"broken","Fri Nov 27 15:15:11 CST 2020","Fri Nov 27 15:15:11 CST 2020","0","testcases.cdn.ctyun_console","test_ctyun_log_top","Test_Ctyun_Top","","","test_CDN_251646",""
"passed","Fri Nov 27 15:19:36 CST 2020","Fri Nov 27 15:19:36 CST 2020","600","testcases.cdn.vip_console","test_vip_log_top","Test_Vip_Top","","","test_CDN_249274",""
"broken","Fri Nov 27 15:15:10 CST 2020","Fri Nov 27 15:15:10 CST 2020","0","testcases.cdn.ctyun_console","test_ctyun_log_query","Test_Ctyun_Log_Query","","","test_CDN_246286",""
"passed","Fri Nov 27 15:17:06 CST 2020","Fri Nov 27 15:18:01 CST 2020","55208","testcases.cdn.vip_console","test_vip_domain","Test_Vip_Domain","","","test_Domain_Flow","
                工单状态： 2- 进行中 3- 成功  4- 失败
                :return:
                "
"passed","Fri Nov 27 15:14:43 CST 2020","Fri Nov 27 15:14:44 CST 2020","896","testcases.cdn.bs_console","test_bs_order","Test_Bs_Order","","","test_CDN_261178",""
"passed","Fri Nov 27 15:16:58 CST 2020","Fri Nov 27 15:16:58 CST 2020","63","testcases.cdn.vip_console","test_vip_billing","Test_Vip_Billing","","","test_CDN_240890",""
"failed","Fri Nov 27 15:20:23 CST 2020","Fri Nov 27 15:20:24 CST 2020","451","testcases.cdn.vip_console","test_vip_refresh","Test_Vip_Refresh","","","test_CDN_240871",""
"passed","Fri Nov 27 15:18:27 CST 2020","Fri Nov 27 15:18:28 CST 2020","866","testcases.cdn.vip_console","test_vip_log_query","Test_Vip_Log_Query","","","test_CDN_242424",""
"passed","Fri Nov 27 15:18:33 CST 2020","Fri Nov 27 15:18:33 CST 2020","551","testcases.cdn.vip_console","test_vip_log_query","Test_Vip_Log_Query","","","test_CDN_242438",""
"broken","Fri Nov 27 15:15:08 CST 2020","Fri Nov 27 15:15:08 CST 2020","86","testcases.cdn.ctyun_console","test_ctyun_cert","Test_Ctyun_cert","","","test_CDN_260851","
        核对证书管理页面证书数量与概览页证书数量一致，关联到2个CertList接口，url一样，请求方式及请求数据不同
        :return:
        "
"passed","Fri Nov 27 15:13:34 CST 2020","Fri Nov 27 15:13:35 CST 2020","493","testcases.cdn.bs_console","test_bs_log_query","Test_BS_Log_Query","","","test_CDN_243693",""
"broken","Fri Nov 27 15:15:10 CST 2020","Fri Nov 27 15:15:10 CST 2020","0","testcases.cdn.ctyun_console","test_ctyun_log_top","Test_Ctyun_Top","","","test_CDN_251627",""
"passed","Fri Nov 27 15:16:58 CST 2020","Fri Nov 27 15:16:58 CST 2020","61","testcases.cdn.vip_console","test_vip_billing","Test_Vip_Billing","","","test_CDN_240891",""
"passed","Fri Nov 27 15:19:57 CST 2020","Fri Nov 27 15:19:57 CST 2020","210","testcases.cdn.vip_console","test_vip_order","Test_Vip_Order","","","test_CDN_259715",""
"passed","Fri Nov 27 15:19:32 CST 2020","Fri Nov 27 15:19:33 CST 2020","570","testcases.cdn.vip_console","test_vip_log_top","Test_Vip_Top","","","test_CDN_249265",""
"passed","Fri Nov 27 15:19:56 CST 2020","Fri Nov 27 15:19:56 CST 2020","311","testcases.cdn.vip_console","test_vip_order","Test_Vip_Order","","","test_CDN_253381",""
"broken","Fri Nov 27 15:15:14 CST 2020","Fri Nov 27 15:15:14 CST 2020","0","testcases.cdn.ctyun_console","test_ctyun_refresh","Test_Ctyun_Refresh","","","test_CDN_246217",""
"passed","Fri Nov 27 15:16:56 CST 2020","Fri Nov 27 15:16:57 CST 2020","1014","testcases.cdn.v1","test_v1_statistics","TestStatistics","","","test_CDN_241490",""
"passed","Fri Nov 27 15:18:48 CST 2020","Fri Nov 27 15:18:49 CST 2020","544","testcases.cdn.vip_console","test_vip_log_query","Test_Vip_Log_Query","","","test_CDN_242529",""
"skipped","Fri Nov 27 15:14:01 CST 2020","Fri Nov 27 15:14:01 CST 2020","0","testcases.cdn.bs_console","test_bs_log_query","Test_BS_Log_Query","","","test_CDN_271054",""
"passed","Fri Nov 27 15:19:33 CST 2020","Fri Nov 27 15:19:33 CST 2020","586","testcases.cdn.vip_console","test_vip_log_top","Test_Vip_Top","","","test_CDN_249266",""
"passed","Fri Nov 27 15:16:57 CST 2020","Fri Nov 27 15:16:57 CST 2020","161","testcases.cdn.vip_console","test_vip_billing","Test_Vip_Billing","","","test_CDN_240887",""
"broken","Fri Nov 27 15:15:10 CST 2020","Fri Nov 27 15:15:10 CST 2020","0","testcases.cdn.ctyun_console","test_ctyun_log_top","Test_Ctyun_Top","","","test_CDN_251622",""
"passed","Fri Nov 27 15:14:32 CST 2020","Fri Nov 27 15:14:33 CST 2020","572","testcases.cdn.bs_console","test_bs_log_user","Test_BS_Log_dataList","","","test_CDN_243661",""
"broken","Fri Nov 27 15:15:09 CST 2020","Fri Nov 27 15:15:09 CST 2020","0","testcases.cdn.ctyun_console","test_ctyun_log_query","Test_Ctyun_Log_Query","","","test_CDN_246244",""
"passed","Fri Nov 27 15:20:06 CST 2020","Fri Nov 27 15:20:06 CST 2020","169","testcases.cdn.vip_console","test_vip_overview","Test_Vip_Overview","","","test_CDN_244509",""
"passed","Fri Nov 27 15:14:28 CST 2020","Fri Nov 27 15:14:28 CST 2020","169","testcases.cdn.bs_console","test_bs_log_top","Test_Bs_Top","","","test_CDN_251615",""
"passed","Fri Nov 27 15:13:30 CST 2020","Fri Nov 27 15:13:31 CST 2020","1027","testcases.cdn.bs_console","test_bs_log_query","Test_BS_Log_Query","","","test_CDN_243686",""
"passed","Fri Nov 27 15:19:24 CST 2020","Fri Nov 27 15:19:24 CST 2020","574","testcases.cdn.vip_console","test_vip_log_top","Test_Vip_Top","","","test_CDN_248715",""
"passed","Fri Nov 27 15:16:55 CST 2020","Fri Nov 27 15:16:56 CST 2020","1104","testcases.cdn.v1","test_v1_domain","TestDomain","","","test_CDN_241509",""
"broken","Fri Nov 27 15:15:08 CST 2020","Fri Nov 27 15:15:08 CST 2020","0","testcases.cdn.ctyun_console","test_ctyun_log_query","Test_Ctyun_Log_Query","","","test_CDN_246239",""
"broken","Fri Nov 27 15:15:12 CST 2020","Fri Nov 27 15:15:12 CST 2020","0","testcases.cdn.ctyun_console","test_ctyun_log_user","Test_Ctyun_Log_dataList","","","test_CDN_246231",""
"passed","Fri Nov 27 15:19:38 CST 2020","Fri Nov 27 15:19:38 CST 2020","589","testcases.cdn.vip_console","test_vip_log_top","Test_Vip_Top","","","test_CDN_249282",""
"broken","Fri Nov 27 15:15:12 CST 2020","Fri Nov 27 15:15:12 CST 2020","0","testcases.cdn.ctyun_console","test_ctyun_log_user","Test_Ctyun_Log_dataList","","","test_CDN_246225",""
"passed","Fri Nov 27 15:17:04 CST 2020","Fri Nov 27 15:17:05 CST 2020","379","testcases.cdn.vip_console","test_vip_cert","Test_cert","","","test_CDN_260770","
        核对证书管理页面证书数量与概览页证书数量一致，关联到2个CertList接口，url一样，请求方式及请求数据不同
        :return:
        "
"passed","Fri Nov 27 15:16:34 CST 2020","Fri Nov 27 15:16:36 CST 2020","1749","testcases.cdn.v1","test_v1_domain","TestDomain","","","test_CDN_264310",""
"passed","Fri Nov 27 15:20:05 CST 2020","Fri Nov 27 15:20:05 CST 2020","197","testcases.cdn.vip_console","test_vip_overview","Test_Vip_Overview","","","test_CDN_244506",""
"passed","Fri Nov 27 15:19:58 CST 2020","Fri Nov 27 15:19:59 CST 2020","1046","testcases.cdn.vip_console","test_vip_order","Test_Vip_Order","","","test_CDN_261149",""
"passed","Fri Nov 27 15:13:33 CST 2020","Fri Nov 27 15:13:34 CST 2020","580","testcases.cdn.bs_console","test_bs_log_query","Test_BS_Log_Query","","","test_CDN_243691",""
"broken","Fri Nov 27 15:15:08 CST 2020","Fri Nov 27 15:15:08 CST 2020","0","testcases.cdn.ctyun_console","test_ctyun_log_query","Test_Ctyun_Log_Query","","","test_CDN_246241",""
"passed","Fri Nov 27 15:18:32 CST 2020","Fri Nov 27 15:18:33 CST 2020","657","testcases.cdn.vip_console","test_vip_log_query","Test_Vip_Log_Query","","","test_CDN_242436",""
"passed","Fri Nov 27 15:13:32 CST 2020","Fri Nov 27 15:13:33 CST 2020","487","testcases.cdn.bs_console","test_bs_log_query","Test_BS_Log_Query","","","test_CDN_243689",""
"broken","Fri Nov 27 15:15:10 CST 2020","Fri Nov 27 15:15:10 CST 2020","0","testcases.cdn.ctyun_console","test_ctyun_log_top","Test_Ctyun_Top","","","test_CDN_251626",""
"passed","Fri Nov 27 15:20:01 CST 2020","Fri Nov 27 15:20:03 CST 2020","2208","testcases.cdn.vip_console","test_vip_order","Test_Vip_Order","","","test_CDN_261150",""
"broken","Fri Nov 27 15:15:09 CST 2020","Fri Nov 27 15:15:09 CST 2020","0","testcases.cdn.ctyun_console","test_ctyun_log_query","Test_Ctyun_Log_Query","","","test_CDN_246256",""
"passed","Fri Nov 27 15:18:40 CST 2020","Fri Nov 27 15:18:40 CST 2020","661","testcases.cdn.vip_console","test_vip_log_query","Test_Vip_Log_Query","","","test_CDN_242460",""
"broken","Fri Nov 27 15:15:10 CST 2020","Fri Nov 27 15:15:10 CST 2020","0","testcases.cdn.ctyun_console","test_ctyun_log_top","Test_Ctyun_Top","","","test_CDN_251621",""
"broken","Fri Nov 27 15:15:09 CST 2020","Fri Nov 27 15:15:09 CST 2020","0","testcases.cdn.ctyun_console","test_ctyun_log_query","Test_Ctyun_Log_Query","","","test_CDN_246273",""
"passed","Fri Nov 27 15:18:22 CST 2020","Fri Nov 27 15:18:23 CST 2020","672","testcases.cdn.vip_console","test_vip_log_query","Test_Vip_Log_Query","","","test_CDN_242412",""
"broken","Fri Nov 27 15:15:09 CST 2020","Fri Nov 27 15:15:09 CST 2020","0","testcases.cdn.ctyun_console","test_ctyun_log_query","Test_Ctyun_Log_Query","","","test_CDN_246246",""
"passed","Fri Nov 27 15:18:45 CST 2020","Fri Nov 27 15:18:46 CST 2020","520","testcases.cdn.vip_console","test_vip_log_query","Test_Vip_Log_Query","","","test_CDN_242524",""
"passed","Fri Nov 27 15:19:51 CST 2020","Fri Nov 27 15:19:52 CST 2020","742","testcases.cdn.vip_console","test_vip_log_user","Test_Vip_Log_dataList","","","test_CDN_242515",""
"passed","Fri Nov 27 15:15:20 CST 2020","Fri Nov 27 15:15:21 CST 2020","1215","testcases.cdn.v1","test_v1_cert","TestCert","","","test_CDN_241172",""
"passed","Fri Nov 27 15:19:40 CST 2020","Fri Nov 27 15:19:40 CST 2020","290","testcases.cdn.vip_console","test_vip_log_top","Test_Vip_Top","","","test_CDN_249286",""
"broken","Fri Nov 27 15:15:10 CST 2020","Fri Nov 27 15:15:10 CST 2020","0","testcases.cdn.ctyun_console","test_ctyun_log_query","Test_Ctyun_Log_Query","","","test_CDN_246281",""
"skipped","Fri Nov 27 15:14:01 CST 2020","Fri Nov 27 15:14:01 CST 2020","0","testcases.cdn.bs_console","test_bs_log_query","Test_BS_Log_Query","","","test_CDN_270982",""
"passed","Fri Nov 27 15:20:05 CST 2020","Fri Nov 27 15:20:05 CST 2020","253","testcases.cdn.vip_console","test_vip_overview","Test_Vip_Overview","","","test_CDN_240854",""
"passed","Fri Nov 27 15:19:48 CST 2020","Fri Nov 27 15:19:49 CST 2020","743","testcases.cdn.vip_console","test_vip_log_user","Test_Vip_Log_dataList","","","test_CDN_242519",""
"broken","Fri Nov 27 15:15:12 CST 2020","Fri Nov 27 15:15:12 CST 2020","0","testcases.cdn.ctyun_console","test_ctyun_order","Test_Ctyun_Order","","","test_CDN_261184",""
"broken","Fri Nov 27 15:15:11 CST 2020","Fri Nov 27 15:15:11 CST 2020","0","testcases.cdn.ctyun_console","test_ctyun_log_top","Test_Ctyun_Top","","","test_CDN_251645",""
"broken","Fri Nov 27 15:15:11 CST 2020","Fri Nov 27 15:15:11 CST 2020","0","testcases.cdn.ctyun_console","test_ctyun_log_top","Test_Ctyun_Top","","","test_CDN_251644",""
"skipped","Fri Nov 27 15:16:56 CST 2020","Fri Nov 27 15:16:56 CST 2020","0","testcases.cdn.v1","test_v1_statistics","TestStatistics","","","test_CDN_241492",""
"passed","Fri Nov 27 15:13:36 CST 2020","Fri Nov 27 15:13:37 CST 2020","580","testcases.cdn.bs_console","test_bs_log_query","Test_BS_Log_Query","","","test_CDN_243696",""
"passed","Fri Nov 27 15:13:18 CST 2020","Fri Nov 27 15:13:18 CST 2020","350","testcases.cdn.bs_console","test_bs_cert","Test_BS_cert","","","test_CDN_244101",""
"passed","Fri Nov 27 15:19:41 CST 2020","Fri Nov 27 15:19:41 CST 2020","279","testcases.cdn.vip_console","test_vip_log_top","Test_Vip_Top","","","test_CDN_249290",""
"failed","Fri Nov 27 15:15:07 CST 2020","Fri Nov 27 15:15:07 CST 2020","130","testcases.cdn.ctyun_console","test_ctyun_cert","Test_Ctyun_cert","","","test_CDN_246181",""
"broken","Fri Nov 27 15:15:14 CST 2020","Fri Nov 27 15:15:14 CST 2020","0","testcases.cdn.ctyun_console","test_ctyun_refresh","Test_Ctyun_Refresh","","","test_CDN_246214",""
"failed","Fri Nov 27 15:15:05 CST 2020","Fri Nov 27 15:15:06 CST 2020","461","testcases.cdn.bs_console","test_bs_tools","Test_Bs_Tools","","","test_CDN_243731",""
